object,member,kind,signature,interface_gaps,status,evidence,note
TextFrame2,Column,"property, read-only",As TextColumn2,,MISSING,,
TextFrame2,Creator,"property, read-only",As Long,,MISSING,,
TextFrame2,DeleteText,method,DeleteText(),,MISSING,,
TextFrame2,HasText,"property, read-only",As MsoTriState,,UNASSESSED,,
TextFrame2,HorizontalAnchor,property,As MsoHorizontalAnchor,,MISSING,,
TextFrame2,MarginBottom,property,As Single,,MISSING,,
TextFrame2,MarginLeft,property,As Single,,MISSING,,
TextFrame2,MarginRight,property,As Single,,MISSING,,
TextFrame2,MarginTop,property,As Single,,MISSING,,
TextFrame2,NoTextRotation,property,As MsoTriState,,MISSING,,
TextFrame2,Orientation,property,As MsoTextOrientation,,MISSING,,
TextFrame2,Parent,"property, read-only",As Object,,MISSING,,
TextFrame2,PathFormat,property,As MsoPathFormat,,MISSING,,
TextFrame2,Ruler,"property, read-only",As Ruler2,,MISSING,,
TextFrame2,TextRange,"property, read-only",As TextRange2,,UNASSESSED,,
TextFrame2,ThreeD,"property, read-only",As ThreeDFormat,,MISSING,,
TextFrame2,VerticalAnchor,property,As MsoVerticalAnchor,,MISSING,,
TextFrame2,WarpFormat,property,As MsoWarpFormat,,MISSING,,
TextFrame2,WordArtformat,property,As MsoPresetTextEffect,,MISSING,,
TextFrame2,WordWrap,property,As MsoTriState,,MISSING,,
Validation,Add,method,"Add(Type As XlDVType, [AlertStyle As Variant], [Operator As Variant], [Formula1 As Variant], [Formula2 As Variant])",,PARTIAL,tests/fixtures/validation/validation.json,"Every type, alert style and operator, a list of items or cells, bounds as text, numbers or dates; over cells with a rule it is error 1004, and a rule like one the sheet has joins it. A list read from another sheet, which Excel keeps in the x14 extension, reports itself."
Validation,AlertStyle,"property, read-only",As Long,,VERIFIED,tests/fixtures/validation/validation.json,
Validation,Application,"property, read-only",As Application,,PARTIAL,tests/fixtures/validation/validation.json,
Validation,Creator,"property, read-only",As XlCreator,,MISSING,,
Validation,Delete,method,Delete(),,VERIFIED,tests/fixtures/validation/validation.json,"Takes the cells out of their rules, a rule splitting round them."
Validation,ErrorMessage,property,As String,,VERIFIED,tests/fixtures/validation/validation.json,
Validation,ErrorTitle,property,As String,,VERIFIED,tests/fixtures/validation/validation.json,"Reads """" where the cells have no rule."
Validation,Formula1,"property, read-only",As String,,VERIFIED,tests/fixtures/validation/validation.json,"A list without quotes, a formula moved to the cell asked about, a date as m/d/yyyy and a time as h:mm:ss AM/PM."
Validation,Formula2,"property, read-only",As String,,VERIFIED,tests/fixtures/validation/validation.json,
Validation,IgnoreBlank,property,As Boolean,,VERIFIED,tests/fixtures/validation/validation.json,
Validation,IMEMode,property,As Long,,MISSING,,
Validation,InCellDropdown,property,As Boolean,,VERIFIED,tests/fixtures/validation/validation.json,Saved as Excel's inverted showDropDown.
Validation,InputMessage,property,As String,,VERIFIED,tests/fixtures/validation/validation.json,
Validation,InputTitle,property,As String,,VERIFIED,tests/fixtures/validation/validation.json,"Reads """" where the cells have no rule."
Validation,Modify,method,"Modify([Type As Variant], [AlertStyle As Variant], [Operator As Variant], [Formula1 As Variant], [Formula2 As Variant])",,PARTIAL,tests/fixtures/validation/validation.json,"The type, alert style, operator and bounds of a rule the range is all of; part of a rule reports itself."
Validation,Operator,"property, read-only",As Long,,VERIFIED,tests/fixtures/validation/validation.json,
Validation,Parent,"property, read-only",As Object,,PARTIAL,tests/fixtures/validation/validation.json,The range.
Validation,ShowError,property,As Boolean,,VERIFIED,tests/fixtures/validation/validation.json,
Validation,ShowInput,property,As Boolean,,VERIFIED,tests/fixtures/validation/validation.json,
Validation,Type,"property, read-only",As Long,,VERIFIED,tests/fixtures/validation/validation.json,Error 1004 where a cell of the range has no rule.
Validation,Value,"property, read-only",As Boolean,,PARTIAL,tests/fixtures/validation/validation.json,"Whether the value passes, for every type, measured cell by cell; a range of several cells passes when each does, which is not measured."
Window,Activate,method,Activate() As Variant,,VERIFIED,tests/fixtures/windows/windows.json,
Window,ActivateNext,method,ActivateNext() As Variant,,MISSING,,
Window,ActivatePrevious,method,ActivatePrevious() As Variant,,MISSING,,
Window,ActiveCell,"property, read-only",As Range,,VERIFIED,tests/fixtures/windows/windows.json,
Window,ActiveChart,"property, read-only",As Chart,,MISSING,,
Window,ActivePane,"property, read-only",As Pane,,MISSING,,
Window,ActiveSheet,"property, read-only",As Object,,VERIFIED,tests/fixtures/windows/windows.json,
Window,ActiveSheetView,"property, read-only",As Object,,MISSING,,
Window,Application,"property, read-only",As Application,,VERIFIED,tests/fixtures/windows/windows.json,
Window,AutoFilterDateGrouping,property,As Boolean,,MISSING,,
Window,Caption,property,As Variant,,VERIFIED,tests/fixtures/windows/windows.json,
Window,Close,method,"Close([SaveChanges As Variant], [Filename As Variant], [RouteWorkbook As Variant]) As Boolean",,MISSING,,
Window,Creator,"property, read-only",As XlCreator,,MISSING,,
Window,DisplayDataTypeIcons,property,As Boolean,,MISSING,,
Window,DisplayFormulas,property,As Boolean,,VERIFIED,tests/fixtures/windows/windows.json,
Window,DisplayGridlines,property,As Boolean,,VERIFIED,tests/fixtures/windows/windows.json,
Window,DisplayHeadings,property,As Boolean,,VERIFIED,tests/fixtures/windows/windows.json,
Window,DisplayHorizontalScrollBar,property,As Boolean,,VERIFIED,tests/fixtures/windows/windows.json,
Window,DisplayOutline,property,As Boolean,,MISSING,,
Window,DisplayRightToLeft,property,As Boolean,,MISSING,,
Window,DisplayRuler,property,As Boolean,,MISSING,,
Window,DisplayVerticalScrollBar,property,As Boolean,,VERIFIED,tests/fixtures/windows/windows.json,
Window,DisplayWhitespace,property,As Boolean,,MISSING,,
Window,DisplayWorkbookTabs,property,As Boolean,,VERIFIED,tests/fixtures/windows/windows.json,
Window,DisplayZeros,property,As Boolean,,VERIFIED,tests/fixtures/windows/windows.json,
Window,EnableResize,property,As Boolean,,MISSING,,
Window,FreezePanes,property,As Boolean,,PARTIAL,tests/fixtures/windows/windows.json,"With the active cell out of view or at the window's top left, Excel freezes the middle of the window, which reports itself."
Window,GridlineColor,property,As Long,,MISSING,,
Window,GridlineColorIndex,property,As XlColorIndex,,MISSING,,
Window,Height,property,As Double,,PARTIAL,tests/fixtures/windows/windows.json,"Kept as a macro sets it; before that it is the screen's, which the model does not have, and reading it reports itself."
Window,Hwnd,"property, read-only",As Long,,MISSING,,
Window,Index,"property, read-only",As Long,,VERIFIED,tests/fixtures/windows/windows.json,
Window,LargeScroll,method,"LargeScroll([Down As Variant], [Up As Variant], [ToRight As Variant], [ToLeft As Variant]) As Variant",,MISSING,,
Window,Left,property,As Double,,MISSING,,
Window,NewWindow,method,NewWindow() As Window,,MISSING,,
Window,OnWindow,property,As String,,MISSING,,
Window,Panes,"property, read-only",As Panes,,VERIFIED,tests/fixtures/windows/windows.json,
Window,Parent,"property, read-only",As Object,,VERIFIED,tests/fixtures/windows/windows.json,
Window,PointsToScreenPixelsX,method,PointsToScreenPixelsX(Points As Long) As Long,,MISSING,,
Window,PointsToScreenPixelsY,method,PointsToScreenPixelsY(Points As Long) As Long,,MISSING,,
Window,PrintOut,method,"PrintOut([From As Variant], [To As Variant], [Copies As Variant], [Preview As Variant], [ActivePrinter As Variant], [PrintToFile As Variant], [Collate As Variant], [PrToFileName As Variant]) As Variant",,MISSING,,
Window,PrintPreview,method,PrintPreview([EnableChanges As Variant]) As Variant,,MISSING,,
Window,RangeFromPoint,method,"RangeFromPoint(x As Long, y As Long) As Object",,MISSING,,
Window,RangeSelection,"property, read-only",As Range,,VERIFIED,tests/fixtures/windows/windows.json,
Window,ScrollColumn,property,As Long,,PARTIAL,tests/fixtures/windows/windows.json,Scrolling a window split without being frozen reports itself.
Window,ScrollIntoView,method,"ScrollIntoView(Left As Long, Top As Long, Width As Long, Height As Long, [Start As Variant])",,MISSING,,
Window,ScrollRow,property,As Long,,PARTIAL,tests/fixtures/windows/windows.json,Scrolling a window split without being frozen reports itself.
Window,ScrollWorkbookTabs,method,"ScrollWorkbookTabs([Sheets As Variant], [Position As Variant]) As Variant",,MISSING,,
Window,SelectedSheets,"property, read-only",As Sheets,,MISSING,,
Window,Selection,"property, read-only",As Object,,VERIFIED,tests/fixtures/windows/windows.json,
Window,SheetViews,"property, read-only",As SheetViews,,MISSING,,
Window,SmallScroll,method,"SmallScroll([Down As Variant], [Up As Variant], [ToRight As Variant], [ToLeft As Variant]) As Variant",,MISSING,,
Window,Split,property,As Boolean,,PARTIAL,tests/fixtures/windows/windows.json,"Split = True on a window with no split, which Excel splits at the active cell, reports itself. A split that is not frozen is answered for and not saved: Excel keeps it in twips of what the window shows."
Window,SplitColumn,property,As Long,,PARTIAL,tests/fixtures/windows/windows.json,A split that is not frozen is answered for and not saved: Excel keeps it in twips of what the window shows.
Window,SplitHorizontal,property,As Double,no setter,PARTIAL,tests/fixtures/windows/windows.json,Read only here.
Window,SplitRow,property,As Long,,PARTIAL,tests/fixtures/windows/windows.json,A split that is not frozen is answered for and not saved: Excel keeps it in twips of what the window shows.
Window,SplitVertical,property,As Double,no setter,PARTIAL,tests/fixtures/windows/windows.json,Read only here.
Window,TabRatio,property,As Double,,VERIFIED,tests/fixtures/windows/windows.json,
Window,Top,property,As Double,,MISSING,,
Window,Type,"property, read-only",As XlWindowType,,MISSING,,
Window,UsableHeight,"property, read-only",As Double,,MISSING,,
Window,UsableWidth,"property, read-only",As Double,,MISSING,,
Window,View,property,As XlWindowView,,PARTIAL,tests/fixtures/windows/windows.json,Changing the view of a window with panes reports itself.
Window,Visible,property,As Boolean,,PARTIAL,tests/fixtures/windows/windows.json,True; hiding a workbook's window reports itself.
Window,VisibleRange,"property, read-only",As Range,,MISSING,,
Window,Width,property,As Double,,PARTIAL,tests/fixtures/windows/windows.json,"Kept as a macro sets it; before that it is the screen's, which the model does not have, and reading it reports itself."
Window,WindowNumber,"property, read-only",As Long,,MISSING,,
Window,WindowState,property,As XlWindowState,,PARTIAL,tests/fixtures/windows/windows.json,"Kept as a macro sets it; before that it is the screen's, which the model does not have, and reading it reports itself."
Window,Zoom,property,As Variant,,PARTIAL,tests/fixtures/windows/windows.json,"Zoom = True, which fits the selection to the window, reports itself."
Windows,_Default,"property, read-only",As Window,,MISSING,,
Windows,_NewEnum,"property, read-only",As IUnknown,,MISSING,,
Windows,Application,"property, read-only",As Application,,VERIFIED,tests/fixtures/windows/windows.json,
Windows,Arrange,method,"Arrange([ArrangeStyle As XlArrangeStyle], [ActiveWorkbook As Variant], [SyncHorizontal As Variant], [SyncVertical As Variant]) As Variant",,MISSING,,
Windows,BreakSideBySide,method,BreakSideBySide() As Boolean,,MISSING,,
Windows,CompareSideBySideWith,method,CompareSideBySideWith(WindowName As Variant) As Boolean,,MISSING,,
Windows,Count,"property, read-only",As Long,,VERIFIED,tests/fixtures/windows/windows.json,
Windows,Creator,"property, read-only",As XlCreator,,MISSING,,
Windows,Item,"property, read-only",As Window,,VERIFIED,tests/fixtures/windows/windows.json,"By number front to back, or by caption."
Windows,Parent,"property, read-only",As Object,,VERIFIED,tests/fixtures/windows/windows.json,
Windows,ResetPositionsSideBySide,method,ResetPositionsSideBySide(),,MISSING,,
Windows,SyncScrollingSideBySide,property,As Boolean,,MISSING,,
Workbook,_CodeName,property,As String,,MISSING,,
Workbook,AcceptAllChanges,method,"AcceptAllChanges([When As Variant], [Who As Variant], [Where As Variant])",,MISSING,,
Workbook,AccuracyVersion,property,As Long,,MISSING,,
Workbook,Activate,event,Activate(),,UNASSESSED,,
Workbook,ActiveChart,"property, read-only",As Chart,,MISSING,,
Workbook,ActiveSheet,"property, read-only",As Object,,UNASSESSED,,
Workbook,ActiveSlicer,"property, read-only",As Slicer,,MISSING,,
Workbook,AddinInstall,event,AddinInstall(),,MISSING,,
Workbook,AddinUninstall,event,AddinUninstall(),,MISSING,,
Workbook,AddToFavorites,method,AddToFavorites(),,MISSING,,
Workbook,AfterRemoteChange,event,AfterRemoteChange(),,MISSING,,
Workbook,AfterSave,event,AfterSave(Success As Boolean),,MISSING,,
Workbook,AfterXmlExport,event,"AfterXmlExport(Map As XmlMap, Url As String, Result As XlXmlExportResult)",,MISSING,,
Workbook,AfterXmlImport,event,"AfterXmlImport(Map As XmlMap, IsRefresh As Boolean, Result As XlXmlImportResult)",,MISSING,,
Workbook,Application,"property, read-only",As Application,,UNASSESSED,,
Workbook,ApplyTheme,method,ApplyTheme(Filename As String),,MISSING,,
Workbook,AutoSaveOn,property,As Boolean,,MISSING,,
Workbook,AutoUpdateFrequency,property,As Long,,MISSING,,
Workbook,AutoUpdateSaveChanges,property,As Boolean,,MISSING,,
Workbook,BeforeClose,event,BeforeClose(Cancel As Boolean),,MISSING,,
Workbook,BeforePrint,event,BeforePrint(Cancel As Boolean),,MISSING,,
Workbook,BeforeRemoteChange,event,BeforeRemoteChange(),,MISSING,,
Workbook,BeforeSave,event,"BeforeSave(SaveAsUI As Boolean, Cancel As Boolean)",,MISSING,,
Workbook,BeforeXmlExport,event,"BeforeXmlExport(Map As XmlMap, Url As String, Cancel As Boolean)",,MISSING,,
Workbook,BeforeXmlImport,event,"BeforeXmlImport(Map As XmlMap, Url As String, IsRefresh As Boolean, Cancel As Boolean)",,MISSING,,
Workbook,BreakLink,method,"BreakLink(Name As String, Type As XlLinkType)",,MISSING,,
Workbook,BuiltinDocumentProperties,"property, read-only",As Object,,MISSING,,
Workbook,Calculate,not in the type library,,,UNASSESSED,,
Workbook,CalculationVersion,"property, read-only",As Long,,MISSING,,
Workbook,CanCheckIn,method,CanCheckIn() As Boolean,,MISSING,,
Workbook,CaseSensitive,"property, read-only",As Boolean,,MISSING,,
Workbook,ChangeFileAccess,method,"ChangeFileAccess(Mode As XlFileAccess, [WritePassword As Variant], [Notify As Variant])",,MISSING,,
Workbook,ChangeHistoryDuration,property,As Long,,MISSING,,
Workbook,ChangeLink,method,"ChangeLink(Name As String, NewName As String, [Type As XlLinkType])",,MISSING,,
Workbook,ChartDataPointTrack,property,As Boolean,,MISSING,,
Workbook,Charts,"property, read-only",As Sheets,,MISSING,,
Workbook,CheckCompatibility,property,As Boolean,,MISSING,,
Workbook,CheckIn,method,"CheckIn([SaveChanges As Variant], [Comments As Variant], [MakePublic As Variant])",,MISSING,,
Workbook,CheckInWithVersion,method,"CheckInWithVersion([SaveChanges As Variant], [Comments As Variant], [MakePublic As Variant], [VersionType As Variant])",,MISSING,,
Workbook,Close,method,"Close([SaveChanges As Variant], [Filename As Variant], [RouteWorkbook As Variant])",,UNASSESSED,,
Workbook,CodeName,"property, read-only",As String,,PARTIAL,tests/fixtures/events.json,"ThisWorkbook, or the codeName a file's workbookPr gives; the name of the workbook's own module, which ThisWorkbook names in code."
Workbook,Colors,property,As Variant,,MISSING,,
Workbook,CommandBars,"property, read-only",As CommandBars,,MISSING,,
Workbook,CompatibilityVersion,property,As Long,,MISSING,,
Workbook,ConflictResolution,property,As XlSaveConflictResolution,,MISSING,,
Workbook,Connections,"property, read-only",As Connections,,MISSING,,
Workbook,ConnectionsDisabled,"property, read-only",As Boolean,,MISSING,,
Workbook,Container,"property, read-only",As Object,,MISSING,,
Workbook,ContentTypeProperties,"property, read-only",As MetaProperties,,MISSING,,
Workbook,ConvertComments,method,ConvertComments(),,MISSING,,
Workbook,CreateBackup,"property, read-only",As Boolean,,MISSING,,
Workbook,CreateForecastSheet,method,"CreateForecastSheet(Timeline As Range, Values As Range, [ForecastStart As Variant], [ForecastEnd As Variant], [ConfInt As Variant], [Seasonality As Variant], [DataCompletion As Variant], [Aggregation As Variant], [ChartType As Variant], [ShowStatsTable As Variant])",,MISSING,,
Workbook,Creator,"property, read-only",As XlCreator,,MISSING,,
Workbook,CustomDocumentProperties,"property, read-only",As Object,,MISSING,,
Workbook,CustomViews,"property, read-only",As CustomViews,,MISSING,,
Workbook,CustomXMLParts,"property, read-only",As CustomXMLParts,,MISSING,,
Workbook,Date1904,property,As Boolean,,MISSING,,
Workbook,Deactivate,event,Deactivate(),,MISSING,,
Workbook,DefaultPivotTableStyle,property,As Variant,,MISSING,,
Workbook,DefaultSlicerStyle,property,As Variant,,MISSING,,
Workbook,DefaultTableStyle,property,As Variant,,MISSING,,
Workbook,DefaultTimelineStyle,property,As Variant,,MISSING,,
Workbook,DeleteNumberFormat,method,DeleteNumberFormat(NumberFormat As String),,MISSING,,
Workbook,DisplayDrawingObjects,property,As XlDisplayDrawingObjects,,MISSING,,
Workbook,DisplayInkComments,property,As Boolean,,MISSING,,
Workbook,DocumentInspectors,"property, read-only",As DocumentInspectors,,MISSING,,
Workbook,DocumentLibraryVersions,"property, read-only",As DocumentLibraryVersions,,MISSING,,
Workbook,DoNotPromptForConvert,property,As Boolean,,MISSING,,
Workbook,EnableAutoRecover,property,As Boolean,,MISSING,,
Workbook,EnableConnections,method,EnableConnections(),,MISSING,,
Workbook,EncryptionProvider,property,As String,,MISSING,,
Workbook,EndReview,method,EndReview(),,MISSING,,
Workbook,EnvelopeVisible,property,As Boolean,,MISSING,,
Workbook,Excel4IntlMacroSheets,"property, read-only",As Sheets,,MISSING,,
Workbook,Excel4MacroSheets,"property, read-only",As Sheets,,MISSING,,
Workbook,Excel8CompatibilityMode,"property, read-only",As Boolean,,MISSING,,
Workbook,ExclusiveAccess,method,ExclusiveAccess() As Boolean,,MISSING,,
Workbook,ExportAsFixedFormat,method,"ExportAsFixedFormat(Type As XlFixedFormatType, [Filename As Variant], [Quality As Variant], [IncludeDocProperties As Variant], [IgnorePrintAreas As Variant], [From As Variant], [To As Variant], [OpenAfterPublish As Variant], [FixedFormatExtClassPtr As Variant], [WorkIdentity As Variant])",,MISSING,,
Workbook,ExternalCodeServiceTimeout,property,As Long,,MISSING,,
Workbook,FileFormat,"property, read-only",As XlFileFormat,,MISSING,,
Workbook,Final,property,As Boolean,,MISSING,,
Workbook,FollowHyperlink,method,"FollowHyperlink(Address As String, [SubAddress As Variant], [NewWindow As Variant], [AddHistory As Variant], [ExtraInfo As Variant], [Method As Variant], [HeaderInfo As Variant])",,MISSING,,
Workbook,ForceFullCalculation,property,As Boolean,,MISSING,,
Workbook,ForwardMailer,method,ForwardMailer(),,MISSING,,
Workbook,FullName,"property, read-only",As String,,UNASSESSED,,
Workbook,FullNameURLEncoded,"property, read-only",As String,,MISSING,,
Workbook,GetWorkflowTasks,method,GetWorkflowTasks() As WorkflowTasks,,MISSING,,
Workbook,GetWorkflowTemplates,method,GetWorkflowTemplates() As WorkflowTemplates,,MISSING,,
Workbook,HasPassword,"property, read-only",As Boolean,,MISSING,,
Workbook,HasVBProject,"property, read-only",As Boolean,,MISSING,,
Workbook,HighlightChangesOnScreen,property,As Boolean,,MISSING,,
Workbook,HighlightChangesOptions,method,"HighlightChangesOptions([When As Variant], [Who As Variant], [Where As Variant])",,MISSING,,
Workbook,IconSets,"property, read-only",As IconSets,,MISSING,,
Workbook,InactiveListBorderVisible,property,As Boolean,,MISSING,,
Workbook,IsAddin,property,As Boolean,,MISSING,,
Workbook,IsInplace,"property, read-only",As Boolean,,MISSING,,
Workbook,KeepChangeHistory,property,As Boolean,,MISSING,,
Workbook,LinkInfo,method,"LinkInfo(Name As String, LinkInfo As XlLinkInfo, [Type As Variant], [EditionRef As Variant]) As Variant",,MISSING,,
Workbook,LinkSources,method,LinkSources([Type As Variant]) As Variant,,MISSING,,
Workbook,ListChangesOnNewSheet,property,As Boolean,,MISSING,,
Workbook,LockServerFile,method,LockServerFile(),,MISSING,,
Workbook,Mailer,"property, read-only",As Mailer,,MISSING,,
Workbook,MergeWorkbook,method,MergeWorkbook(Filename As Variant),,MISSING,,
Workbook,Model,"property, read-only",As Model,,MISSING,,
Workbook,ModelChange,event,ModelChange(Changes As ModelChanges),,MISSING,,
Workbook,MultiUserEditing,"property, read-only",As Boolean,,MISSING,,
Workbook,Name,"property, read-only",As String,,UNASSESSED,,
Workbook,Names,"property, read-only",As Names,,PARTIAL,tests/fixtures/names_crud.json; tests/fixtures/excel_model/probes.txt,
Workbook,NewChart,event,NewChart(Ch As Chart),,MISSING,,
Workbook,NewSheet,event,NewSheet(Sh As Object),,MISSING,,
Workbook,NewWindow,method,NewWindow() As Window,,MISSING,,
Workbook,Open,event,Open(),,MISSING,,
Workbook,OpenLinks,method,"OpenLinks(Name As String, [ReadOnly As Variant], [Type As Variant])",,MISSING,,
Workbook,Parent,"property, read-only",As Object,,UNASSESSED,,
Workbook,Password,property,As String,,MISSING,,
Workbook,PasswordEncryptionAlgorithm,"property, read-only",As String,,MISSING,,
Workbook,PasswordEncryptionFileProperties,"property, read-only",As Boolean,,MISSING,,
Workbook,PasswordEncryptionKeyLength,"property, read-only",As Long,,MISSING,,
Workbook,PasswordEncryptionProvider,"property, read-only",As String,,MISSING,,
Workbook,Path,"property, read-only",As String,,UNASSESSED,,
Workbook,Permission,"property, read-only",As Permission,,MISSING,,
Workbook,PersonalViewListSettings,property,As Boolean,,MISSING,,
Workbook,PersonalViewPrintSettings,property,As Boolean,,MISSING,,
Workbook,PivotCaches,method,PivotCaches() As PivotCaches,,MISSING,,
Workbook,PivotTableCloseConnection,event,PivotTableCloseConnection(Target As PivotTable),,MISSING,,
Workbook,PivotTableOpenConnection,event,PivotTableOpenConnection(Target As PivotTable),,MISSING,,
Workbook,PivotTables,"property, read-only",As Object,,MISSING,,
Workbook,Post,method,Post([DestName As Variant]),,MISSING,,
Workbook,PrecisionAsDisplayed,property,As Boolean,,MISSING,,
Workbook,PrintOut,method,"PrintOut([From As Variant], [To As Variant], [Copies As Variant], [Preview As Variant], [ActivePrinter As Variant], [PrintToFile As Variant], [Collate As Variant], [PrToFileName As Variant], [IgnorePrintAreas As Variant])",,MISSING,,
Workbook,PrintPreview,method,PrintPreview([EnableChanges As Variant]),,MISSING,,
Workbook,Protect,method,"Protect([Password As Variant], [Structure As Variant], [Windows As Variant])",,PARTIAL,tests/fixtures/workbook_protection.json,"Protects the structure unless Structure says False; on a protected workbook it needs the password, then sets the structure as Structure says, a Protect with no Structure turning the protection off. A protected structure refuses adding, deleting, renaming, moving, copying and hiding sheets with Excel's errors. Windows does nothing, as in Excel. Saved and read as Excel does; given no password where Excel would ask for one, it reports itself unsupported."
Workbook,ProtectSharing,method,"ProtectSharing([Filename As Variant], [Password As Variant], [WriteResPassword As Variant], [ReadOnlyRecommended As Variant], [CreateBackup As Variant], [SharingPassword As Variant], [FileFormat As Variant])",,MISSING,,
Workbook,ProtectStructure,"property, read-only",As Boolean,,PARTIAL,tests/fixtures/workbook_protection.json,
Workbook,ProtectWindows,"property, read-only",As Boolean,,PARTIAL,tests/fixtures/workbook_protection.json,"False, as in Excel, which takes Protect's Windows and protects nothing with it."
Workbook,PublishObjects,"property, read-only",As PublishObjects,,MISSING,,
Workbook,PublishToPBI,method,"PublishToPBI([PublishType As Variant], [nameConflict As Variant], [bstrGroupName As Variant]) As String",,MISSING,,
Workbook,PurgeChangeHistoryNow,method,"PurgeChangeHistoryNow(Days As Long, [SharingPassword As Variant])",,MISSING,,
Workbook,Queries,"property, read-only",As Queries,,UNASSESSED,,
Workbook,ReadOnly,"property, read-only",As Boolean,,MISSING,,
Workbook,ReadOnlyRecommended,property,As Boolean,,MISSING,,
Workbook,RefreshAll,method,RefreshAll(),,UNASSESSED,,
Workbook,RejectAllChanges,method,"RejectAllChanges([When As Variant], [Who As Variant], [Where As Variant])",,MISSING,,
Workbook,ReloadAs,method,ReloadAs(Encoding As MsoEncoding),,MISSING,,
Workbook,RemoveDocumentInformation,method,RemoveDocumentInformation(RemoveDocInfoType As XlRemoveDocInfoType),,MISSING,,
Workbook,RemovePersonalInformation,property,As Boolean,,MISSING,,
Workbook,RemoveUser,method,RemoveUser(Index As Long),,MISSING,,
Workbook,Reply,method,Reply(),,MISSING,,
Workbook,ReplyAll,method,ReplyAll(),,MISSING,,
Workbook,ReplyWithChanges,method,ReplyWithChanges([ShowMessage As Variant]),,MISSING,,
Workbook,Research,"property, read-only",As Research,,MISSING,,
Workbook,ResetColors,method,ResetColors(),,MISSING,,
Workbook,RevisionNumber,"property, read-only",As Long,,MISSING,,
Workbook,RowsetComplete,event,"RowsetComplete(Description As String, Sheet As String, Success As Boolean)",,MISSING,,
Workbook,RunAutoMacros,method,RunAutoMacros(Which As XlRunAutoMacro),,MISSING,,
Workbook,Save,method,Save(),,UNASSESSED,,
Workbook,SaveAs,method,"SaveAs([Filename As Variant], [FileFormat As Variant], [Password As Variant], [WriteResPassword As Variant], [ReadOnlyRecommended As Variant], [CreateBackup As Variant], [AccessMode As XlSaveAsAccessMode], [ConflictResolution As Variant], [AddToMru As Variant], [TextCodepage As Variant], [TextVisualLayout As Variant], [Local As Variant], [WorkIdentity As Variant])","no FileFormat, Password, WriteResPassword, ReadOnlyRecommended, CreateBackup, AccessMode, ConflictResolution, AddToMru, TextCodepage, TextVisualLayout, Local, WorkIdentity",UNASSESSED,,
Workbook,SaveAsXMLData,method,"SaveAsXMLData(Filename As String, Map As XmlMap)",,MISSING,,
Workbook,SaveCopyAs,method,SaveCopyAs([Filename As Variant]),,MISSING,,
Workbook,Saved,property,As Boolean,,UNASSESSED,,
Workbook,SaveLinkValues,property,As Boolean,,MISSING,,
Workbook,SendFaxOverInternet,method,"SendFaxOverInternet([Recipients As Variant], [Subject As Variant], [ShowMessage As Variant])",,MISSING,,
Workbook,SendForReview,method,"SendForReview([Recipients As Variant], [Subject As Variant], [ShowMessage As Variant], [IncludeAttachment As Variant])",,MISSING,,
Workbook,SendMail,method,"SendMail(Recipients As Variant, [Subject As Variant], [ReturnReceipt As Variant])",,MISSING,,
Workbook,SendMailer,method,"SendMailer([FileFormat As Variant], [Priority As XlPriority])",,MISSING,,
Workbook,SensitivityLabel,"property, read-only",As ISensitivityLabel,,MISSING,,
Workbook,ServerPolicy,"property, read-only",As ServerPolicy,,MISSING,,
Workbook,ServerViewableItems,"property, read-only",As ServerViewableItems,,MISSING,,
Workbook,SetLinkOnData,method,"SetLinkOnData(Name As String, [Procedure As Variant])",,MISSING,,
Workbook,SetPasswordEncryptionOptions,method,"SetPasswordEncryptionOptions([PasswordEncryptionProvider As Variant], [PasswordEncryptionAlgorithm As Variant], [PasswordEncryptionKeyLength As Variant], [PasswordEncryptionFileProperties As Variant])",,MISSING,,
Workbook,SharedWorkspace,"property, read-only",As SharedWorkspace,,MISSING,,
Workbook,SheetActivate,event,SheetActivate(Sh As Object),,MISSING,,
Workbook,SheetBeforeDelete,event,SheetBeforeDelete(Sh As Object),,MISSING,,
Workbook,SheetBeforeDoubleClick,event,"SheetBeforeDoubleClick(Sh As Object, Target As Range, Cancel As Boolean)",,MISSING,,
Workbook,SheetBeforeRightClick,event,"SheetBeforeRightClick(Sh As Object, Target As Range, Cancel As Boolean)",,MISSING,,
Workbook,SheetCalculate,event,SheetCalculate(Sh As Object),,MISSING,,
Workbook,SheetChange,event,"SheetChange(Sh As Object, Target As Range)",,MISSING,,
Workbook,SheetDeactivate,event,SheetDeactivate(Sh As Object),,MISSING,,
Workbook,SheetFollowHyperlink,event,"SheetFollowHyperlink(Sh As Object, Target As Hyperlink)",,MISSING,,
Workbook,SheetLensGalleryRenderComplete,event,SheetLensGalleryRenderComplete(Sh As Object),,MISSING,,
Workbook,SheetPivotTableAfterValueChange,event,"SheetPivotTableAfterValueChange(Sh As Object, TargetPivotTable As PivotTable, TargetRange As Range)",,MISSING,,
Workbook,SheetPivotTableBeforeAllocateChanges,event,"SheetPivotTableBeforeAllocateChanges(Sh As Object, TargetPivotTable As PivotTable, ValueChangeStart As Long, ValueChangeEnd As Long, Cancel As Boolean)",,MISSING,,
